생산량,년도,지역,작물명,단위
4.0,2017,서울특별시,수박,톤
2.0,2018,서울특별시,수박,톤
2.0,2019,서울특별시,수박,톤
1.0,2020,서울특별시,수박,톤
8.0,2021,서울특별시,수박,톤
6.0,2022,서울특별시,수박,톤
1.0,2017,서울특별시,노지수박,톤
1.0,2018,서울특별시,노지수박,톤
2.0,2019,서울특별시,노지수박,톤
1.0,2020,서울특별시,노지수박,톤
8.0,2021,서울특별시,노지수박,톤
5.0,2022,서울특별시,노지수박,톤
3.0,2017,서울특별시,시설수박,톤
1.0,2018,서울특별시,시설수박,톤
1.0,2022,서울특별시,시설수박,톤
47.0,2013,서울특별시,참외,톤
24.0,2014,서울특별시,참외,톤
12.0,2017,서울특별시,참외,톤
2.0,2018,서울특별시,참외,톤
2.0,2019,서울특별시,참외,톤
2.0,2020,서울특별시,참외,톤
3.0,2021,서울특별시,참외,톤
18.0,2022,서울특별시,참외,톤
24.0,2013,서울특별시,노지참외,톤
24.0,2014,서울특별시,노지참외,톤
8.0,2017,서울특별시,노지참외,톤
1.0,2018,서울특별시,노지참외,톤
2.0,2019,서울특별시,노지참외,톤
2.0,2020,서울특별시,노지참외,톤
3.0,2021,서울특별시,노지참외,톤
18.0,2022,서울특별시,노지참외,톤
23.0,2013,서울특별시,시설참외,톤
4.0,2017,서울특별시,시설참외,톤
1.0,2018,서울특별시,시설참외,톤
2.0,2017,서울특별시,딸기,톤
17.0,2021,서울특별시,딸기,톤
3.0,2022,서울특별시,딸기,톤
2.0,2017,서울특별시,노지딸기,톤
3.0,2021,서울특별시,노지딸기,톤
3.0,2022,서울특별시,노지딸기,톤
14.0,2021,서울특별시,시설딸기,톤
137.0,2013,서울특별시,오이,톤
341.0,2014,서울특별시,오이,톤
1160.0,2015,서울특별시,오이,톤
51.0,2017,서울특별시,오이,톤
91.0,2018,서울특별시,오이,톤
92.0,2019,서울특별시,오이,톤
173.0,2020,서울특별시,오이,톤
126.0,2021,서울특별시,오이,톤
592.0,2022,서울특별시,오이,톤
23.0,2017,서울특별시,노지오이,톤
11.0,2018,서울특별시,노지오이,톤
15.0,2019,서울특별시,노지오이,톤
11.0,2020,서울특별시,노지오이,톤
36.0,2021,서울특별시,노지오이,톤
41.0,2022,서울특별시,노지오이,톤
137.0,2013,서울특별시,시설오이,톤
341.0,2014,서울특별시,시설오이,톤
1160.0,2015,서울특별시,시설오이,톤
28.0,2017,서울특별시,시설오이,톤
80.0,2018,서울특별시,시설오이,톤
77.0,2019,서울특별시,시설오이,톤
162.0,2020,서울특별시,시설오이,톤
90.0,2021,서울특별시,시설오이,톤
551.0,2022,서울특별시,시설오이,톤
497.0,2013,서울특별시,호박,톤
277.0,2014,서울특별시,호박,톤
223.0,2015,서울특별시,호박,톤
156.0,2016,서울특별시,호박,톤
169.0,2017,서울특별시,호박,톤
122.0,2018,서울특별시,호박,톤
112.0,2019,서울특별시,호박,톤
111.0,2020,서울특별시,호박,톤
80.0,2021,서울특별시,호박,톤
120.0,2022,서울특별시,호박,톤
38.0,2013,서울특별시,노지호박,톤
23.0,2014,서울특별시,노지호박,톤
95.0,2016,서울특별시,노지호박,톤
132.0,2017,서울특별시,노지호박,톤
92.0,2018,서울특별시,노지호박,톤
97.0,2019,서울특별시,노지호박,톤
101.0,2020,서울특별시,노지호박,톤
61.0,2021,서울특별시,노지호박,톤
99.0,2022,서울특별시,노지호박,톤
459.0,2013,서울특별시,시설호박,톤
254.0,2014,서울특별시,시설호박,톤
223.0,2015,서울특별시,시설호박,톤
61.0,2016,서울특별시,시설호박,톤
37.0,2017,서울특별시,시설호박,톤
30.0,2018,서울특별시,시설호박,톤
15.0,2019,서울특별시,시설호박,톤
10.0,2020,서울특별시,시설호박,톤
19.0,2021,서울특별시,시설호박,톤
21.0,2022,서울특별시,시설호박,톤
137.0,2013,서울특별시,토마토,톤
69.0,2014,서울특별시,토마토,톤
411.0,2015,서울특별시,토마토,톤
150.0,2016,서울특별시,토마토,톤
34.0,2017,서울특별시,토마토,톤
18.0,2018,서울특별시,토마토,톤
18.0,2019,서울특별시,토마토,톤
16.0,2020,서울특별시,토마토,톤
56.0,2021,서울특별시,토마토,톤
42.0,2022,서울특별시,토마토,톤
137.0,2013,서울특별시,시설토마토,톤
69.0,2014,서울특별시,시설토마토,톤
411.0,2015,서울특별시,시설토마토,톤
150.0,2016,서울특별시,시설토마토,톤
34.0,2017,서울특별시,시설토마토,톤
18.0,2018,서울특별시,시설토마토,톤
18.0,2019,서울특별시,시설토마토,톤
16.0,2020,서울특별시,시설토마토,톤
56.0,2021,서울특별시,시설토마토,톤
42.0,2022,서울특별시,시설토마토,톤
126.0,2017,부산광역시,수박,톤
88.0,2018,부산광역시,수박,톤
315.0,2019,부산광역시,수박,톤
113.0,2020,부산광역시,수박,톤
120.0,2021,부산광역시,수박,톤
110.0,2022,부산광역시,수박,톤
44.0,2017,부산광역시,노지수박,톤
47.0,2018,부산광역시,노지수박,톤
46.0,2019,부산광역시,노지수박,톤
67.0,2020,부산광역시,노지수박,톤
96.0,2021,부산광역시,노지수박,톤
103.0,2022,부산광역시,노지수박,톤
82.0,2017,부산광역시,시설수박,톤
41.0,2018,부산광역시,시설수박,톤
269.0,2019,부산광역시,시설수박,톤
46.0,2020,부산광역시,시설수박,톤
24.0,2021,부산광역시,시설수박,톤
7.0,2022,부산광역시,시설수박,톤
11.0,2017,부산광역시,참외,톤
4.0,2018,부산광역시,참외,톤
8.0,2019,부산광역시,참외,톤
17.0,2020,부산광역시,참외,톤
17.0,2021,부산광역시,참외,톤
16.0,2022,부산광역시,참외,톤
11.0,2017,부산광역시,노지참외,톤
4.0,2018,부산광역시,노지참외,톤
8.0,2019,부산광역시,노지참외,톤
14.0,2020,부산광역시,노지참외,톤
16.0,2021,부산광역시,노지참외,톤
15.0,2022,부산광역시,노지참외,톤
3.0,2020,부산광역시,시설참외,톤
1.0,2021,부산광역시,시설참외,톤
1.0,2022,부산광역시,시설참외,톤
1.0,2017,부산광역시,딸기,톤
8.0,2018,부산광역시,딸기,톤
5.0,2019,부산광역시,딸기,톤
42.0,2020,부산광역시,딸기,톤
27.0,2021,부산광역시,딸기,톤
17.0,2022,부산광역시,딸기,톤
1.0,2017,부산광역시,노지딸기,톤
8.0,2018,부산광역시,노지딸기,톤
5.0,2019,부산광역시,노지딸기,톤
18.0,2020,부산광역시,노지딸기,톤
27.0,2021,부산광역시,노지딸기,톤
13.0,2022,부산광역시,노지딸기,톤
24.0,2020,부산광역시,시설딸기,톤
4.0,2022,부산광역시,시설딸기,톤
448.0,2013,부산광역시,오이,톤
32.0,2014,부산광역시,오이,톤
76.0,2015,부산광역시,오이,톤
101.0,2016,부산광역시,오이,톤
95.0,2017,부산광역시,오이,톤
488.0,2018,부산광역시,오이,톤
308.0,2019,부산광역시,오이,톤
283.0,2020,부산광역시,오이,톤
1035.0,2021,부산광역시,오이,톤
996.0,2022,부산광역시,오이,톤
32.0,2014,부산광역시,노지오이,톤
101.0,2016,부산광역시,노지오이,톤
95.0,2017,부산광역시,노지오이,톤
84.0,2018,부산광역시,노지오이,톤
107.0,2019,부산광역시,노지오이,톤
73.0,2020,부산광역시,노지오이,톤
278.0,2021,부산광역시,노지오이,톤
252.0,2022,부산광역시,노지오이,톤
448.0,2013,부산광역시,시설오이,톤
76.0,2015,부산광역시,시설오이,톤
404.0,2018,부산광역시,시설오이,톤
201.0,2019,부산광역시,시설오이,톤
210.0,2020,부산광역시,시설오이,톤
757.0,2021,부산광역시,시설오이,톤
744.0,2022,부산광역시,시설오이,톤
2068.0,2013,부산광역시,호박,톤
985.0,2014,부산광역시,호박,톤
1691.0,2015,부산광역시,호박,톤
1586.0,2016,부산광역시,호박,톤
1733.0,2017,부산광역시,호박,톤
1945.0,2018,부산광역시,호박,톤
2007.0,2019,부산광역시,호박,톤
1450.0,2020,부산광역시,호박,톤
972.0,2021,부산광역시,호박,톤
1047.0,2022,부산광역시,호박,톤
1679.0,2013,부산광역시,노지호박,톤
985.0,2014,부산광역시,노지호박,톤
722.0,2015,부산광역시,노지호박,톤
1019.0,2016,부산광역시,노지호박,톤
1215.0,2017,부산광역시,노지호박,톤
1660.0,2018,부산광역시,노지호박,톤
1346.0,2019,부산광역시,노지호박,톤
1268.0,2020,부산광역시,노지호박,톤
926.0,2021,부산광역시,노지호박,톤
867.0,2022,부산광역시,노지호박,톤
389.0,2013,부산광역시,시설호박,톤
969.0,2015,부산광역시,시설호박,톤
567.0,2016,부산광역시,시설호박,톤
518.0,2017,부산광역시,시설호박,톤
285.0,2018,부산광역시,시설호박,톤
661.0,2019,부산광역시,시설호박,톤
182.0,2020,부산광역시,시설호박,톤
46.0,2021,부산광역시,시설호박,톤
180.0,2022,부산광역시,시설호박,톤
22056.0,2013,부산광역시,토마토,톤
29944.0,2014,부산광역시,토마토,톤
29409.0,2015,부산광역시,토마토,톤
24558.0,2016,부산광역시,토마토,톤
19196.0,2017,부산광역시,토마토,톤
25248.0,2018,부산광역시,토마토,톤
18717.0,2019,부산광역시,토마토,톤
24863.0,2020,부산광역시,토마토,톤
31102.0,2021,부산광역시,토마토,톤
34097.0,2022,부산광역시,토마토,톤
22056.0,2013,부산광역시,시설토마토,톤
29944.0,2014,부산광역시,시설토마토,톤
29409.0,2015,부산광역시,시설토마토,톤
24558.0,2016,부산광역시,시설토마토,톤
19196.0,2017,부산광역시,시설토마토,톤
25248.0,2018,부산광역시,시설토마토,톤
18717.0,2019,부산광역시,시설토마토,톤
24863.0,2020,부산광역시,시설토마토,톤
31102.0,2021,부산광역시,시설토마토,톤
34097.0,2022,부산광역시,시설토마토,톤
3339.0,2013,대구광역시,수박,톤
5686.0,2014,대구광역시,수박,톤
3002.0,2015,대구광역시,수박,톤
5418.0,2016,대구광역시,수박,톤
11607.0,2017,대구광역시,수박,톤
10104.0,2018,대구광역시,수박,톤
10892.0,2019,대구광역시,수박,톤
9697.0,2020,대구광역시,수박,톤
9495.0,2021,대구광역시,수박,톤
9612.0,2022,대구광역시,수박,톤
10.0,2017,대구광역시,노지수박,톤
1.0,2020,대구광역시,노지수박,톤
19.0,2021,대구광역시,노지수박,톤
9.0,2022,대구광역시,노지수박,톤
3339.0,2013,대구광역시,시설수박,톤
5686.0,2014,대구광역시,시설수박,톤
3002.0,2015,대구광역시,시설수박,톤
5418.0,2016,대구광역시,시설수박,톤
11597.0,2017,대구광역시,시설수박,톤
10104.0,2018,대구광역시,시설수박,톤
10892.0,2019,대구광역시,시설수박,톤
9696.0,2020,대구광역시,시설수박,톤
9476.0,2021,대구광역시,시설수박,톤
9603.0,2022,대구광역시,시설수박,톤
10384.0,2013,대구광역시,참외,톤
10535.0,2014,대구광역시,참외,톤
10169.0,2015,대구광역시,참외,톤
9367.0,2016,대구광역시,참외,톤
4471.0,2017,대구광역시,참외,톤
7129.0,2018,대구광역시,참외,톤
7437.0,2019,대구광역시,참외,톤
7051.0,2020,대구광역시,참외,톤
2767.0,2021,대구광역시,참외,톤
3529.0,2022,대구광역시,참외,톤
2.0,2017,대구광역시,노지참외,톤
14.0,2020,대구광역시,노지참외,톤
2.0,2021,대구광역시,노지참외,톤
1.0,2022,대구광역시,노지참외,톤
10384.0,2013,대구광역시,시설참외,톤
10535.0,2014,대구광역시,시설참외,톤
10169.0,2015,대구광역시,시설참외,톤
9367.0,2016,대구광역시,시설참외,톤
4469.0,2017,대구광역시,시설참외,톤
7129.0,2018,대구광역시,시설참외,톤
7437.0,2019,대구광역시,시설참외,톤
7037.0,2020,대구광역시,시설참외,톤
2765.0,2021,대구광역시,시설참외,톤
3528.0,2022,대구광역시,시설참외,톤
110.0,2015,대구광역시,딸기,톤
177.0,2016,대구광역시,딸기,톤
40.0,2017,대구광역시,딸기,톤
62.0,2019,대구광역시,딸기,톤
165.0,2021,대구광역시,딸기,톤
222.0,2022,대구광역시,딸기,톤
34.0,2016,대구광역시,노지딸기,톤
3.0,2017,대구광역시,노지딸기,톤
6.0,2021,대구광역시,노지딸기,톤
110.0,2015,대구광역시,시설딸기,톤
143.0,2016,대구광역시,시설딸기,톤
37.0,2017,대구광역시,시설딸기,톤
62.0,2019,대구광역시,시설딸기,톤
159.0,2021,대구광역시,시설딸기,톤
222.0,2022,대구광역시,시설딸기,톤
6242.0,2013,대구광역시,오이,톤
5294.0,2014,대구광역시,오이,톤
2682.0,2015,대구광역시,오이,톤
3116.0,2016,대구광역시,오이,톤
2040.0,2017,대구광역시,오이,톤
1729.0,2018,대구광역시,오이,톤
809.0,2019,대구광역시,오이,톤
853.0,2020,대구광역시,오이,톤
5000.0,2021,대구광역시,오이,톤
3069.0,2022,대구광역시,오이,톤
16.0,2019,대구광역시,노지오이,톤
19.0,2020,대구광역시,노지오이,톤
65.0,2021,대구광역시,노지오이,톤
32.0,2022,대구광역시,노지오이,톤
6242.0,2013,대구광역시,시설오이,톤
5294.0,2014,대구광역시,시설오이,톤
2682.0,2015,대구광역시,시설오이,톤
3116.0,2016,대구광역시,시설오이,톤
2040.0,2017,대구광역시,시설오이,톤
1729.0,2018,대구광역시,시설오이,톤
793.0,2019,대구광역시,시설오이,톤
834.0,2020,대구광역시,시설오이,톤
4935.0,2021,대구광역시,시설오이,톤
3037.0,2022,대구광역시,시설오이,톤
1715.0,2013,대구광역시,호박,톤
1350.0,2014,대구광역시,호박,톤
696.0,2015,대구광역시,호박,톤
1794.0,2016,대구광역시,호박,톤
1526.0,2017,대구광역시,호박,톤
2672.0,2018,대구광역시,호박,톤
1723.0,2019,대구광역시,호박,톤
1393.0,2020,대구광역시,호박,톤
1120.0,2021,대구광역시,호박,톤
991.0,2022,대구광역시,호박,톤
1043.0,2013,대구광역시,노지호박,톤
552.0,2014,대구광역시,노지호박,톤
606.0,2015,대구광역시,노지호박,톤
498.0,2016,대구광역시,노지호박,톤
393.0,2017,대구광역시,노지호박,톤
309.0,2018,대구광역시,노지호박,톤
154.0,2019,대구광역시,노지호박,톤
407.0,2020,대구광역시,노지호박,톤
435.0,2021,대구광역시,노지호박,톤
299.0,2022,대구광역시,노지호박,톤
672.0,2013,대구광역시,시설호박,톤
798.0,2014,대구광역시,시설호박,톤
90.0,2015,대구광역시,시설호박,톤
1296.0,2016,대구광역시,시설호박,톤
1133.0,2017,대구광역시,시설호박,톤
2363.0,2018,대구광역시,시설호박,톤
1569.0,2019,대구광역시,시설호박,톤
986.0,2020,대구광역시,시설호박,톤
685.0,2021,대구광역시,시설호박,톤
692.0,2022,대구광역시,시설호박,톤
7933.0,2013,대구광역시,토마토,톤
1976.0,2014,대구광역시,토마토,톤
2129.0,2015,대구광역시,토마토,톤
13514.0,2016,대구광역시,토마토,톤
10201.0,2017,대구광역시,토마토,톤
11372.0,2018,대구광역시,토마토,톤
10552.0,2019,대구광역시,토마토,톤
8429.0,2020,대구광역시,토마토,톤
1790.0,2021,대구광역시,토마토,톤
2409.0,2022,대구광역시,토마토,톤
7933.0,2013,대구광역시,시설토마토,톤
1976.0,2014,대구광역시,시설토마토,톤
2129.0,2015,대구광역시,시설토마토,톤
13514.0,2016,대구광역시,시설토마토,톤
10201.0,2017,대구광역시,시설토마토,톤
11372.0,2018,대구광역시,시설토마토,톤
10552.0,2019,대구광역시,시설토마토,톤
8429.0,2020,대구광역시,시설토마토,톤
1790.0,2021,대구광역시,시설토마토,톤
2409.0,2022,대구광역시,시설토마토,톤
1262.0,2013,인천광역시,수박,톤
324.0,2014,인천광역시,수박,톤
312.0,2015,인천광역시,수박,톤
667.0,2016,인천광역시,수박,톤
577.0,2017,인천광역시,수박,톤
186.0,2018,인천광역시,수박,톤
736.0,2019,인천광역시,수박,톤
830.0,2020,인천광역시,수박,톤
1138.0,2021,인천광역시,수박,톤
575.0,2022,인천광역시,수박,톤
28.0,2014,인천광역시,노지수박,톤
18.0,2015,인천광역시,노지수박,톤
54.0,2016,인천광역시,노지수박,톤
80.0,2017,인천광역시,노지수박,톤
142.0,2018,인천광역시,노지수박,톤
268.0,2019,인천광역시,노지수박,톤
371.0,2020,인천광역시,노지수박,톤
474.0,2021,인천광역시,노지수박,톤
231.0,2022,인천광역시,노지수박,톤
1262.0,2013,인천광역시,시설수박,톤
296.0,2014,인천광역시,시설수박,톤
294.0,2015,인천광역시,시설수박,톤
613.0,2016,인천광역시,시설수박,톤
497.0,2017,인천광역시,시설수박,톤
44.0,2018,인천광역시,시설수박,톤
468.0,2019,인천광역시,시설수박,톤
459.0,2020,인천광역시,시설수박,톤
664.0,2021,인천광역시,시설수박,톤
344.0,2022,인천광역시,시설수박,톤
70.0,2013,인천광역시,참외,톤
24.0,2014,인천광역시,참외,톤
266.0,2015,인천광역시,참외,톤
214.0,2016,인천광역시,참외,톤
289.0,2017,인천광역시,참외,톤
200.0,2018,인천광역시,참외,톤
497.0,2019,인천광역시,참외,톤
370.0,2020,인천광역시,참외,톤
351.0,2021,인천광역시,참외,톤
304.0,2022,인천광역시,참외,톤
70.0,2013,인천광역시,노지참외,톤
24.0,2014,인천광역시,노지참외,톤
266.0,2015,인천광역시,노지참외,톤
189.0,2016,인천광역시,노지참외,톤
185.0,2017,인천광역시,노지참외,톤
184.0,2018,인천광역시,노지참외,톤
429.0,2019,인천광역시,노지참외,톤
301.0,2020,인천광역시,노지참외,톤
277.0,2021,인천광역시,노지참외,톤
259.0,2022,인천광역시,노지참외,톤
25.0,2016,인천광역시,시설참외,톤
104.0,2017,인천광역시,시설참외,톤
16.0,2018,인천광역시,시설참외,톤
68.0,2019,인천광역시,시설참외,톤
69.0,2020,인천광역시,시설참외,톤
74.0,2021,인천광역시,시설참외,톤
45.0,2022,인천광역시,시설참외,톤
239.0,2013,인천광역시,딸기,톤
24.0,2014,인천광역시,딸기,톤
24.0,2015,인천광역시,딸기,톤
659.0,2016,인천광역시,딸기,톤
1253.0,2017,인천광역시,딸기,톤
792.0,2018,인천광역시,딸기,톤
601.0,2019,인천광역시,딸기,톤
659.0,2020,인천광역시,딸기,톤
62.0,2021,인천광역시,딸기,톤
115.0,2022,인천광역시,딸기,톤
197.0,2013,인천광역시,노지딸기,톤
21.0,2017,인천광역시,노지딸기,톤
12.0,2018,인천광역시,노지딸기,톤
97.0,2019,인천광역시,노지딸기,톤
42.0,2020,인천광역시,노지딸기,톤
53.0,2021,인천광역시,노지딸기,톤
34.0,2022,인천광역시,노지딸기,톤
42.0,2013,인천광역시,시설딸기,톤
24.0,2014,인천광역시,시설딸기,톤
24.0,2015,인천광역시,시설딸기,톤
659.0,2016,인천광역시,시설딸기,톤
1232.0,2017,인천광역시,시설딸기,톤
780.0,2018,인천광역시,시설딸기,톤
504.0,2019,인천광역시,시설딸기,톤
617.0,2020,인천광역시,시설딸기,톤
9.0,2021,인천광역시,시설딸기,톤
81.0,2022,인천광역시,시설딸기,톤
1954.0,2013,인천광역시,오이,톤
1926.0,2014,인천광역시,오이,톤
2549.0,2015,인천광역시,오이,톤
3347.0,2016,인천광역시,오이,톤
4053.0,2017,인천광역시,오이,톤
4470.0,2018,인천광역시,오이,톤
4556.0,2019,인천광역시,오이,톤
4245.0,2020,인천광역시,오이,톤
2091.0,2021,인천광역시,오이,톤
2386.0,2022,인천광역시,오이,톤
228.0,2013,인천광역시,노지오이,톤
325.0,2014,인천광역시,노지오이,톤
469.0,2015,인천광역시,노지오이,톤
274.0,2016,인천광역시,노지오이,톤
249.0,2017,인천광역시,노지오이,톤
1451.0,2018,인천광역시,노지오이,톤
517.0,2019,인천광역시,노지오이,톤
394.0,2020,인천광역시,노지오이,톤
439.0,2021,인천광역시,노지오이,톤
516.0,2022,인천광역시,노지오이,톤
1726.0,2013,인천광역시,시설오이,톤
1601.0,2014,인천광역시,시설오이,톤
2080.0,2015,인천광역시,시설오이,톤
3073.0,2016,인천광역시,시설오이,톤
3804.0,2017,인천광역시,시설오이,톤
3019.0,2018,인천광역시,시설오이,톤
4039.0,2019,인천광역시,시설오이,톤
3851.0,2020,인천광역시,시설오이,톤
1652.0,2021,인천광역시,시설오이,톤
1870.0,2022,인천광역시,시설오이,톤
795.0,2013,인천광역시,호박,톤
848.0,2014,인천광역시,호박,톤
1683.0,2015,인천광역시,호박,톤
640.0,2016,인천광역시,호박,톤
1305.0,2017,인천광역시,호박,톤
2678.0,2018,인천광역시,호박,톤
2515.0,2019,인천광역시,호박,톤
2267.0,2020,인천광역시,호박,톤
2055.0,2021,인천광역시,호박,톤
1376.0,2022,인천광역시,호박,톤
763.0,2013,인천광역시,노지호박,톤
651.0,2014,인천광역시,노지호박,톤
1618.0,2015,인천광역시,노지호박,톤
608.0,2016,인천광역시,노지호박,톤
1238.0,2017,인천광역시,노지호박,톤
2607.0,2018,인천광역시,노지호박,톤
2455.0,2019,인천광역시,노지호박,톤
2237.0,2020,인천광역시,노지호박,톤
2005.0,2021,인천광역시,노지호박,톤
1342.0,2022,인천광역시,노지호박,톤
32.0,2013,인천광역시,시설호박,톤
197.0,2014,인천광역시,시설호박,톤
65.0,2015,인천광역시,시설호박,톤
32.0,2016,인천광역시,시설호박,톤
67.0,2017,인천광역시,시설호박,톤
71.0,2018,인천광역시,시설호박,톤
60.0,2019,인천광역시,시설호박,톤
30.0,2020,인천광역시,시설호박,톤
50.0,2021,인천광역시,시설호박,톤
34.0,2022,인천광역시,시설호박,톤
5130.0,2013,인천광역시,토마토,톤
4924.0,2014,인천광역시,토마토,톤
8202.0,2015,인천광역시,토마토,톤
3979.0,2016,인천광역시,토마토,톤
3887.0,2017,인천광역시,토마토,톤
3491.0,2018,인천광역시,토마토,톤
5548.0,2019,인천광역시,토마토,톤
5236.0,2020,인천광역시,토마토,톤
4450.0,2021,인천광역시,토마토,톤
4452.0,2022,인천광역시,토마토,톤
5130.0,2013,인천광역시,시설토마토,톤
4924.0,2014,인천광역시,시설토마토,톤
8202.0,2015,인천광역시,시설토마토,톤
3979.0,2016,인천광역시,시설토마토,톤
3887.0,2017,인천광역시,시설토마토,톤
3491.0,2018,인천광역시,시설토마토,톤
5548.0,2019,인천광역시,시설토마토,톤
5236.0,2020,인천광역시,시설토마토,톤
4450.0,2021,인천광역시,시설토마토,톤
4452.0,2022,인천광역시,시설토마토,톤
2322.0,2013,광주광역시,수박,톤
1048.0,2014,광주광역시,수박,톤
620.0,2015,광주광역시,수박,톤
2156.0,2016,광주광역시,수박,톤
1863.0,2017,광주광역시,수박,톤
1519.0,2018,광주광역시,수박,톤
1549.0,2019,광주광역시,수박,톤
845.0,2020,광주광역시,수박,톤
1580.0,2021,광주광역시,수박,톤
1167.0,2022,광주광역시,수박,톤
307.0,2013,광주광역시,노지수박,톤
286.0,2014,광주광역시,노지수박,톤
317.0,2015,광주광역시,노지수박,톤
978.0,2016,광주광역시,노지수박,톤
1028.0,2017,광주광역시,노지수박,톤
849.0,2018,광주광역시,노지수박,톤
806.0,2019,광주광역시,노지수박,톤
799.0,2020,광주광역시,노지수박,톤
1056.0,2021,광주광역시,노지수박,톤
555.0,2022,광주광역시,노지수박,톤
2015.0,2013,광주광역시,시설수박,톤
762.0,2014,광주광역시,시설수박,톤
303.0,2015,광주광역시,시설수박,톤
1178.0,2016,광주광역시,시설수박,톤
835.0,2017,광주광역시,시설수박,톤
670.0,2018,광주광역시,시설수박,톤
743.0,2019,광주광역시,시설수박,톤
46.0,2020,광주광역시,시설수박,톤
524.0,2021,광주광역시,시설수박,톤
612.0,2022,광주광역시,시설수박,톤
42.0,2017,광주광역시,참외,톤
74.0,2018,광주광역시,참외,톤
18.0,2019,광주광역시,참외,톤
42.0,2020,광주광역시,참외,톤
12.0,2021,광주광역시,참외,톤
8.0,2022,광주광역시,참외,톤
42.0,2017,광주광역시,노지참외,톤
74.0,2018,광주광역시,노지참외,톤
14.0,2019,광주광역시,노지참외,톤
41.0,2020,광주광역시,노지참외,톤
12.0,2021,광주광역시,노지참외,톤
5.0,2022,광주광역시,노지참외,톤
4.0,2019,광주광역시,시설참외,톤
1.0,2020,광주광역시,시설참외,톤
3.0,2022,광주광역시,시설참외,톤
4312.0,2013,광주광역시,딸기,톤
3387.0,2014,광주광역시,딸기,톤
2377.0,2015,광주광역시,딸기,톤
1262.0,2016,광주광역시,딸기,톤
2901.0,2017,광주광역시,딸기,톤
1809.0,2018,광주광역시,딸기,톤
2662.0,2019,광주광역시,딸기,톤
2180.0,2020,광주광역시,딸기,톤
620.0,2021,광주광역시,딸기,톤
1007.0,2022,광주광역시,딸기,톤
6.0,2017,광주광역시,노지딸기,톤
2.0,2019,광주광역시,노지딸기,톤
1.0,2022,광주광역시,노지딸기,톤
4312.0,2013,광주광역시,시설딸기,톤
3387.0,2014,광주광역시,시설딸기,톤
2377.0,2015,광주광역시,시설딸기,톤
1262.0,2016,광주광역시,시설딸기,톤
2895.0,2017,광주광역시,시설딸기,톤
1809.0,2018,광주광역시,시설딸기,톤
2660.0,2019,광주광역시,시설딸기,톤
2180.0,2020,광주광역시,시설딸기,톤
620.0,2021,광주광역시,시설딸기,톤
1006.0,2022,광주광역시,시설딸기,톤
1542.0,2013,광주광역시,오이,톤
2519.0,2014,광주광역시,오이,톤
1992.0,2015,광주광역시,오이,톤
264.0,2016,광주광역시,오이,톤
435.0,2017,광주광역시,오이,톤
239.0,2018,광주광역시,오이,톤
1189.0,2019,광주광역시,오이,톤
1364.0,2020,광주광역시,오이,톤
1044.0,2021,광주광역시,오이,톤
911.0,2022,광주광역시,오이,톤
4.0,2017,광주광역시,노지오이,톤
50.0,2018,광주광역시,노지오이,톤
35.0,2019,광주광역시,노지오이,톤
73.0,2020,광주광역시,노지오이,톤
45.0,2021,광주광역시,노지오이,톤
53.0,2022,광주광역시,노지오이,톤
1542.0,2013,광주광역시,시설오이,톤
2519.0,2014,광주광역시,시설오이,톤
1992.0,2015,광주광역시,시설오이,톤
264.0,2016,광주광역시,시설오이,톤
431.0,2017,광주광역시,시설오이,톤
189.0,2018,광주광역시,시설오이,톤
1154.0,2019,광주광역시,시설오이,톤
1291.0,2020,광주광역시,시설오이,톤
999.0,2021,광주광역시,시설오이,톤
858.0,2022,광주광역시,시설오이,톤
4142.0,2013,광주광역시,호박,톤
2265.0,2014,광주광역시,호박,톤
2493.0,2015,광주광역시,호박,톤
3203.0,2016,광주광역시,호박,톤
3797.0,2017,광주광역시,호박,톤
1653.0,2018,광주광역시,호박,톤
1799.0,2019,광주광역시,호박,톤
763.0,2020,광주광역시,호박,톤
2253.0,2021,광주광역시,호박,톤
2579.0,2022,광주광역시,호박,톤
40.0,2013,광주광역시,노지호박,톤
392.0,2014,광주광역시,노지호박,톤
231.0,2015,광주광역시,노지호박,톤
768.0,2016,광주광역시,노지호박,톤
478.0,2017,광주광역시,노지호박,톤
374.0,2018,광주광역시,노지호박,톤
249.0,2019,광주광역시,노지호박,톤
237.0,2020,광주광역시,노지호박,톤
1468.0,2021,광주광역시,노지호박,톤
505.0,2022,광주광역시,노지호박,톤
4102.0,2013,광주광역시,시설호박,톤
1873.0,2014,광주광역시,시설호박,톤
2262.0,2015,광주광역시,시설호박,톤
2435.0,2016,광주광역시,시설호박,톤
3319.0,2017,광주광역시,시설호박,톤
1279.0,2018,광주광역시,시설호박,톤
1550.0,2019,광주광역시,시설호박,톤
526.0,2020,광주광역시,시설호박,톤
785.0,2021,광주광역시,시설호박,톤
2074.0,2022,광주광역시,시설호박,톤
5613.0,2013,광주광역시,토마토,톤
10964.0,2014,광주광역시,토마토,톤
14751.0,2015,광주광역시,토마토,톤
10382.0,2016,광주광역시,토마토,톤
9751.0,2017,광주광역시,토마토,톤
11753.0,2018,광주광역시,토마토,톤
7722.0,2019,광주광역시,토마토,톤
6629.0,2020,광주광역시,토마토,톤
10251.0,2021,광주광역시,토마토,톤
11706.0,2022,광주광역시,토마토,톤
5613.0,2013,광주광역시,시설토마토,톤
